dx,dx_scaled,dT
-0.00659587624665098,-0.0096867435423412,1.26842548391147
-0.00656910758322695,-0.00964743092217319,1.21221517673444
-0.00653642750663013,-0.00959943676505142,1.15815804172388
-0.00651322799832931,-0.00956536582757249,1.12262312647057
-0.00646337136270207,-0.00949214607250958,1.06509417903256
-0.00640983403585402,-0.00941352083217357,1.00681706999023
-0.0063506996248355,-0.00932667568034789,0.959607155562617
-0.00628268288458992,-0.00922678588637555,0.917293842286957
-0.00623918380652588,-0.00916290287860254,0.881137769214248
-0.00613043611136579,-0.00900319535917002,0.829561160275927
-0.0060982467935984,-0.008955921933418,0.80466972565827
-0.00600056029257459,-0.00881245895024776,0.759714809759953
-0.00588423132952334,-0.0086416175351748,0.704114613375163
-0.0057867933946599,-0.00849851959776326,0.666397358068759
-0.00567891568106109,-0.0083400897384862,0.633456069710425
-0.0055431985575013,-0.00814077475423442,0.594499805467896
-0.005421401138922,-0.00796190233247,0.553564919171397
-0.00531327485916282,-0.00780310742743424,0.524550127967718
-0.00517780630176339,-0.00760415748894116,0.493565688551013
-0.00504098192894379,-0.00740321639176424,0.451604473471116
-0.00488375253405051,-0.00717230835639563,0.417003958573925
-0.00473411570551022,-0.00695255080965648,0.387012897787274
-0.00457316911667329,-0.00671618368089635,0.352331760608175
-0.00438612308099793,-0.00644148674747242,0.318201052438332
-0.00419472713751617,-0.00616040151327119,0.283356473203133
-0.00400868492671922,-0.00588717880310356,0.240528424251954
-0.00409032935016248,-0.00600708229461597,0.270763986240713
-0.00382933488177827,-0.00562378424797792,0.22539404681234
-0.0036379389382965,-0.00534269901377669,0.201336472046607
-0.00344654299481474,-0.00506161377957546,0.178667940716271
-0.00325514705133298,-0.00478052854537422,0.156345985312124
-0.00314726933773417,-0.00462209868609717,0.138537736140359
-0.00297675295172315,-0.00437167729562698,0.126503469296209
-0.00278535700824139,-0.00409059206142574,0.112273308342648
-0.00259396106475963,-0.00380950682722451,0.0957609517644591
-0.00238903207476906,-0.0035085468794939,0.075249958314549
-0.00221116917779611,-0.00324733635882205,0.0616430860819999
-0.00202832024286136,-0.00297880331279916,0.051430919769123
-0.00182837729083259,-0.00268516589041958,0.0385718143473177
-0.00163698134735083,-0.00240408065621835,0.0290786476734461
-0.00144558540386907,-0.00212299542201711,0.0228937057495604
-0.00125418946038731,-0.00184191018781588,0.0168525996843689
-0.00106279351690555,-0.00156082495361465,-0.00788716801117495
-0.000871397573423794,-0.00127973971941341,-0.00529812255466444
-0.00069491559956399,-0.00102055723073436,-0.00702415285900448
-0.000503519656082229,-0.000739471996533123,-0.00905840286054849
-0.000297209742978513,-0.000436484016809715,-0.00903785488073483
-0.000114513615109561,-0.000168175384163083,-0.0133529306415858
0.000116901480191112,0.000171682217189315,-0.010030322305731
0.000303077534305187,0.000445101490457788,-0.00897552600863394
0.00052057292462537,0.000764516529322826,-0.00544195841335959
0.000668469790043093,0.000981718755751051,-0.00368396458486453
0.00090336481158889,0.00132668699772529,0.00315942593660345
0.00110829380157946,0.00162764694545591,0.00932518974599628
0.00128615669855241,0.00188885746612776,0.0167758872263986
0.00147755264203417,0.00216994270032899,0.0243320643365106
0.00166894858551593,0.00245102793453022,0.0329622158582117
0.00186034452899769,0.00273211316873146,0.0441238784929459
0.00205174047247945,0.00301319840293269,0.0562430769869917
0.00224313641596121,0.00329428363713392,0.0686540567943914
0.00243453235944297,0.00357536887133516,0.08129106437974
0.00260107168688814,0.0038199495296661,0.0919760138827987
0.00281732424640649,0.00413753933973762,0.113226049673338
0.00300872018988825,0.00441862457393885,0.132184985714662
0.00320011613337001,0.00469970980814009,0.154482968475693
0.00339151207685177,0.00498079504234132,0.176736430613795
0.00358290802033353,0.00526188027654256,0.202623802981927
0.00377430396381529,0.00554296551074379,0.222681713476948
0.00396569990729705,0.00582405074494502,0.25145915920586
0.00415709585077881,0.00610513597914625,0.281736607461162
0.00432239234742215,0.00634789140868368,0.310650825680708
0.00448768884406548,0.00659064683822111,0.340065472825297
0.00468633463389125,0.00688237924038451,0.375706799977767
0.00484438128419058,0.00711448750195977,0.412702367424827
0.00500018707289268,0.00734330482071036,0.441798520882306
0.00515678375392321,0.00757328364869319,0.482847220155884
0.00532287114289498,0.00781720058746286,0.529755290028746
0.00543596874586148,0.00798329640767267,0.564030842430368
0.00556780441322479,0.00817691106200009,0.595944065013152
0.00570408124520163,0.00837704803740085,0.640101137980059
0.00583220580240843,0.00856521253302316,0.691680905218981
0.00592315842017868,0.00869878609473036,0.731544214368203
0.00599952346833555,0.00881093626393186,0.766302682347258
0.00608652162446362,0.00893870227947788,0.812044705101453
0.00614355374903647,0.00902246000078027,0.844064609361008
0.00623081553594069,0.00915061318607036,0.886979635978876
0.00634199240039527,0.00931388819814475,0.961929305592438
0.00627985086030378,0.00922262675846902,0.926997968220247
0.00640639363285371,0.00940846823562686,1.01426797821914
0.00645226538790306,0.00947583577109658,1.07054615519788
0.0065197172050569,0.00957489591561732,1.13489401308703
0.00652344569746239,0.00958037160199786,1.1775648285956
0.006540845328688,0.00960592480510706,1.21755249107451
0.00657564459113923,0.00965703121132547,1.26065012835002
